,drug1,drug2,cliff
608,CHEMBL1975121,CHEMBL1984633,0
609,CHEMBL1975121,CHEMBL2004872,0
610,CHEMBL1975121,CHEMBL2004934,0
611,CHEMBL1975128,CHEMBL1989646,0
612,CHEMBL1975128,CHEMBL1682345,0
613,CHEMBL1975900,CHEMBL1980489,0
614,CHEMBL1975900,CHEMBL1983449,0
615,CHEMBL1976220,CHEMBL1983963,0
616,CHEMBL1976220,CHEMBL211378,0
617,CHEMBL1976220,CHEMBL231209,0
618,CHEMBL1976220,CHEMBL394619,0
619,CHEMBL1976220,CHEMBL394790,0
620,CHEMBL1976240,CHEMBL2007296,0
621,CHEMBL1976455,CHEMBL2003817,0
622,CHEMBL1976732,CHEMBL1996587,0
623,CHEMBL1976732,CHEMBL1977374,0
624,CHEMBL1976732,CHEMBL1998551,0
625,CHEMBL1977346,CHEMBL1968850,0
626,CHEMBL1979057,CHEMBL2004771,0
627,CHEMBL1979093,CHEMBL1984363,0
628,CHEMBL1979176,CHEMBL1982660,0
629,CHEMBL1979577,CHEMBL1979883,0
630,CHEMBL1979577,CHEMBL1982465,0
631,CHEMBL1979883,CHEMBL1982465,0
632,CHEMBL1979883,CHEMBL1969102,0
633,CHEMBL1979970,CHEMBL1985406,0
634,CHEMBL1980144,CHEMBL1988594,0
635,CHEMBL1980489,CHEMBL1994864,0
636,CHEMBL1981047,CHEMBL402548,1
637,CHEMBL1981782,CHEMBL1998121,0
638,CHEMBL1982122,CHEMBL1983534,0
639,CHEMBL1982361,CHEMBL1983449,0
640,CHEMBL1982361,CHEMBL1994864,0
641,CHEMBL1982465,CHEMBL1971947,0
642,CHEMBL1982466,CHEMBL1988387,0
643,CHEMBL1982466,CHEMBL1969102,0
644,CHEMBL1982924,CHEMBL1997764,0
645,CHEMBL1983025,CHEMBL2001257,0
646,CHEMBL1983945,CHEMBL1993584,0
647,CHEMBL1983945,CHEMBL1985580,0
648,CHEMBL1983963,CHEMBL1984586,0
649,CHEMBL1983963,CHEMBL2005828,0
650,CHEMBL1983963,CHEMBL211378,0
651,CHEMBL1983963,CHEMBL231209,0
652,CHEMBL1983963,CHEMBL262433,0
653,CHEMBL1983963,CHEMBL394619,0
654,CHEMBL1983963,CHEMBL394790,0
655,CHEMBL1984162,CHEMBL1987054,0
656,CHEMBL1984363,CHEMBL2000335,0
657,CHEMBL1984363,CHEMBL1964307,0
658,CHEMBL1984363,CHEMBL1976328,0
659,CHEMBL1984586,CHEMBL2005828,0
660,CHEMBL1984586,CHEMBL211378,0
661,CHEMBL1984633,CHEMBL2004872,0
662,CHEMBL1984711,CHEMBL112263,1
663,CHEMBL1984711,CHEMBL322066,0
664,CHEMBL1985095,CHEMBL592030,0
665,CHEMBL1986943,CHEMBL1991674,0
666,CHEMBL1986970,CHEMBL1996111,0
667,CHEMBL1987007,CHEMBL2005475,0
668,CHEMBL1988075,CHEMBL1969102,0
669,CHEMBL1988075,CHEMBL1970317,0
670,CHEMBL1988163,CHEMBL1993424,0
671,CHEMBL1988387,CHEMBL1970317,0
672,CHEMBL1991138,CHEMBL1988370,0
673,CHEMBL1991188,CHEMBL2006188,0
674,CHEMBL1991395,CHEMBL2005792,0
675,CHEMBL1991429,CHEMBL2006715,0
676,CHEMBL1991678,CHEMBL1996500,0
677,CHEMBL1991678,CHEMBL1987648,0
678,CHEMBL1992242,CHEMBL375284,0
679,CHEMBL1992342,CHEMBL1997597,0
680,CHEMBL1992342,CHEMBL2004892,0
681,CHEMBL1992634,CHEMBL1994074,0
682,CHEMBL1992922,CHEMBL2000071,0
683,CHEMBL1993584,CHEMBL1968245,0
684,CHEMBL1993722,CHEMBL1985311,0
685,CHEMBL1993781,CHEMBL1991846,0
686,CHEMBL1994526,CHEMBL559147,0
687,CHEMBL1994538,CHEMBL2003817,0
688,CHEMBL1994830,CHEMBL497151,0
689,CHEMBL1995813,CHEMBL385478,0
690,CHEMBL1996500,CHEMBL1987648,0
691,CHEMBL1996587,CHEMBL1977374,0
692,CHEMBL1996587,CHEMBL1998551,0
693,CHEMBL1996817,CHEMBL2000071,0
694,CHEMBL1996979,CHEMBL1998829,0
695,CHEMBL1997129,CHEMBL226471,0
696,CHEMBL1997597,CHEMBL2004892,0
697,CHEMBL1997617,CHEMBL1965910,1
698,CHEMBL1997846,CHEMBL2006439,0
699,CHEMBL1998193,CHEMBL2003420,0
700,CHEMBL1998545,CHEMBL1969755,0
701,CHEMBL1999931,CHEMBL2003638,0
702,CHEMBL2000335,CHEMBL2005828,0
703,CHEMBL2001751,CHEMBL1994361,0
704,CHEMBL2002446,CHEMBL387971,0
705,CHEMBL2002649,CHEMBL258805,0
706,CHEMBL2002702,CHEMBL276711,1
707,CHEMBL2002726,CHEMBL2000271,0
708,CHEMBL2003456,CHEMBL526133,0
709,CHEMBL2004872,CHEMBL2004934,0
710,CHEMBL2005828,CHEMBL211378,0
711,CHEMBL2005828,CHEMBL262433,0
712,CHEMBL2006439,CHEMBL385478,0
713,CHEMBL2007592,CHEMBL1970806,0
714,CHEMBL211378,CHEMBL231209,0
715,CHEMBL211378,CHEMBL262433,0
716,CHEMBL211378,CHEMBL394619,0
717,CHEMBL211378,CHEMBL394790,0
718,CHEMBL2152252,CHEMBL2152253,0
719,CHEMBL220057,CHEMBL1964307,0
720,CHEMBL220057,CHEMBL1976328,0
721,CHEMBL220057,CHEMBL219722,0
722,CHEMBL231209,CHEMBL394619,0
723,CHEMBL231209,CHEMBL394790,0
724,CHEMBL249282,CHEMBL398951,0
725,CHEMBL256835,CHEMBL95692,1
726,CHEMBL296586,CHEMBL336961,0
727,CHEMBL306380,CHEMBL1242026,0
728,CHEMBL306380,CHEMBL406845,0
729,CHEMBL377408,CHEMBL424872,0
730,CHEMBL377408,CHEMBL2004355,0
731,CHEMBL377408,CHEMBL2006581,0
732,CHEMBL394619,CHEMBL394790,0
733,CHEMBL402846,CHEMBL404367,0
734,CHEMBL411903,CHEMBL260092,0
735,CHEMBL424872,CHEMBL2004355,0
736,CHEMBL424872,CHEMBL2006581,0
737,CHEMBL468280,CHEMBL523823,0
738,CHEMBL474432,CHEMBL514499,0
739,CHEMBL484390,CHEMBL519697,0
740,CHEMBL1081312,CHEMBL1241491,0
741,CHEMBL1081312,CHEMBL1241675,1
742,CHEMBL1081312,CHEMBL1241681,0
743,CHEMBL1081312,CHEMBL1242295,0
744,CHEMBL1081312,CHEMBL1242475,0
745,CHEMBL1081312,CHEMBL1242572,0
746,CHEMBL1081312,CHEMBL1242664,0
747,CHEMBL1081312,CHEMBL1242755,0
748,CHEMBL1230790,CHEMBL1241390,1
749,CHEMBL1230790,CHEMBL1241483,0
750,CHEMBL1230790,CHEMBL1241484,0
751,CHEMBL1230790,CHEMBL1241485,0
752,CHEMBL1230790,CHEMBL1241578,0
753,CHEMBL1230790,CHEMBL1241582,1
754,CHEMBL1230790,CHEMBL1241583,1
755,CHEMBL1230790,CHEMBL1242029,0
756,CHEMBL1230790,CHEMBL1242109,0
757,CHEMBL1230790,CHEMBL1242110,0
758,CHEMBL1230790,CHEMBL1242114,0
759,CHEMBL1230790,CHEMBL1242198,0
760,CHEMBL1230790,CHEMBL1242285,0
761,CHEMBL1230790,CHEMBL1242377,0
762,CHEMBL1230790,CHEMBL1242378,1
763,CHEMBL1230790,CHEMBL1242468,1
764,CHEMBL1230790,CHEMBL1242847,0
765,CHEMBL1230790,CHEMBL1242848,0
766,CHEMBL1233881,CHEMBL1240553,0
767,CHEMBL1233881,CHEMBL1240554,0
768,CHEMBL1233881,CHEMBL1242201,0
769,CHEMBL1233881,CHEMBL1242203,0
770,CHEMBL1233881,CHEMBL1242288,0
771,CHEMBL1233881,CHEMBL1242289,0
772,CHEMBL1233881,CHEMBL1242472,0
773,CHEMBL1233881,CHEMBL1242569,0
774,CHEMBL1233881,CHEMBL1242659,0
775,CHEMBL1233882,CHEMBL1241490,0
776,CHEMBL1233882,CHEMBL1241492,1
777,CHEMBL1233882,CHEMBL1241586,0
778,CHEMBL1233882,CHEMBL1241587,0
779,CHEMBL1233882,CHEMBL1241588,1
780,CHEMBL1233882,CHEMBL1241683,1
781,CHEMBL1233882,CHEMBL1241774,1
782,CHEMBL1233882,CHEMBL1241775,1
783,CHEMBL1233882,CHEMBL1241776,1
784,CHEMBL1233882,CHEMBL1241863,1
785,CHEMBL1233882,CHEMBL1241949,1
786,CHEMBL1233882,CHEMBL1241950,1
787,CHEMBL1233882,CHEMBL1242118,1
788,CHEMBL1233882,CHEMBL1242207,1
789,CHEMBL1233882,CHEMBL1242208,1
790,CHEMBL1233882,CHEMBL1242293,0
791,CHEMBL1233882,CHEMBL1242294,0
792,CHEMBL1233882,CHEMBL1242384,0
793,CHEMBL1233882,CHEMBL1242386,0
794,CHEMBL1233882,CHEMBL1242477,0
795,CHEMBL1233882,CHEMBL1242574,0
796,CHEMBL1233882,CHEMBL1242665,1
797,CHEMBL1233882,CHEMBL1242754,0
798,CHEMBL1233882,CHEMBL1242756,1
799,CHEMBL1234815,CHEMBL1240565,1
800,CHEMBL1234815,CHEMBL1240566,0
801,CHEMBL1234815,CHEMBL1242756,1
802,CHEMBL1240544,CHEMBL1241483,0
803,CHEMBL1240544,CHEMBL1241484,1
804,CHEMBL1240544,CHEMBL1241485,0
805,CHEMBL1240544,CHEMBL1241578,1
806,CHEMBL1240544,CHEMBL1241579,0
807,CHEMBL1240544,CHEMBL1241582,1
808,CHEMBL1240544,CHEMBL1241771,0
809,CHEMBL1240544,CHEMBL1241860,0
810,CHEMBL1240544,CHEMBL1241944,0
811,CHEMBL1240544,CHEMBL1242109,0
812,CHEMBL1240544,CHEMBL1242114,0
813,CHEMBL1240544,CHEMBL1242290,0
814,CHEMBL1240544,CHEMBL1242377,0
815,CHEMBL1240544,CHEMBL1242378,1
816,CHEMBL1240544,CHEMBL1242468,0
817,CHEMBL1240544,CHEMBL1242848,0
818,CHEMBL1240545,CHEMBL1241484,1
819,CHEMBL1240545,CHEMBL1241583,0
820,CHEMBL1240545,CHEMBL1241587,0
821,CHEMBL1240545,CHEMBL1241588,0
822,CHEMBL1240545,CHEMBL1241679,0
823,CHEMBL1240545,CHEMBL1241680,0
824,CHEMBL1240545,CHEMBL1241771,0
825,CHEMBL1240545,CHEMBL1241772,0
826,CHEMBL1240545,CHEMBL1241944,0
827,CHEMBL1240545,CHEMBL1242114,0
828,CHEMBL1240545,CHEMBL1242477,0
829,CHEMBL1240545,CHEMBL1242574,1
830,CHEMBL1240545,CHEMBL1242847,0
831,CHEMBL1240553,CHEMBL1240554,0
832,CHEMBL1240553,CHEMBL1241581,1
833,CHEMBL1240553,CHEMBL1242201,0
834,CHEMBL1240553,CHEMBL1242203,0
835,CHEMBL1240553,CHEMBL1242288,0
836,CHEMBL1240553,CHEMBL1242289,0
837,CHEMBL1240553,CHEMBL1242659,0
838,CHEMBL1240554,CHEMBL1242201,0
839,CHEMBL1240554,CHEMBL1242203,1
840,CHEMBL1240554,CHEMBL1242288,0
841,CHEMBL1240554,CHEMBL1242289,0
842,CHEMBL1240554,CHEMBL1242472,0
843,CHEMBL1240554,CHEMBL1242569,0
844,CHEMBL1240554,CHEMBL1242659,0
845,CHEMBL1240565,CHEMBL1240566,0
846,CHEMBL1240565,CHEMBL1242293,1
847,CHEMBL1240565,CHEMBL1242756,0
848,CHEMBL1240566,CHEMBL1242117,0
849,CHEMBL1240566,CHEMBL1242574,1
850,CHEMBL1240566,CHEMBL1242756,1
851,CHEMBL1241241,CHEMBL1241945,0
852,CHEMBL1241241,CHEMBL1242028,0
853,CHEMBL1241241,CHEMBL1242112,0
854,CHEMBL1241270,CHEMBL1241300,0
855,CHEMBL1241270,CHEMBL1242471,0
856,CHEMBL1241271,CHEMBL1241299,0
857,CHEMBL1241271,CHEMBL1242026,1
858,CHEMBL1241299,CHEMBL1241301,0
859,CHEMBL1241299,CHEMBL1241578,1
860,CHEMBL1241299,CHEMBL1242113,1
861,CHEMBL1241300,CHEMBL1242471,0
862,CHEMBL1241301,CHEMBL1242113,1
863,CHEMBL1241301,CHEMBL1242114,1
864,CHEMBL1241390,CHEMBL1241391,0
865,CHEMBL1241439,CHEMBL1241582,1
866,CHEMBL1241439,CHEMBL1241950,0
867,CHEMBL1241483,CHEMBL1241484,1
868,CHEMBL1241483,CHEMBL1241485,0
869,CHEMBL1241483,CHEMBL1241578,0
870,CHEMBL1241483,CHEMBL1241579,0
871,CHEMBL1241483,CHEMBL1241582,1
872,CHEMBL1241483,CHEMBL1241680,1
873,CHEMBL1241483,CHEMBL1241860,0
874,CHEMBL1241483,CHEMBL1241861,0
875,CHEMBL1241483,CHEMBL1241944,0
876,CHEMBL1241483,CHEMBL1242029,0
877,CHEMBL1241483,CHEMBL1242109,0
878,CHEMBL1241483,CHEMBL1242112,0
879,CHEMBL1241483,CHEMBL1242114,0
880,CHEMBL1241483,CHEMBL1242198,0
881,CHEMBL1241483,CHEMBL1242200,0
882,CHEMBL1241483,CHEMBL1242286,0
883,CHEMBL1241483,CHEMBL1242290,0
884,CHEMBL1241483,CHEMBL1242377,0
885,CHEMBL1241483,CHEMBL1242378,1
886,CHEMBL1241483,CHEMBL1242379,0
887,CHEMBL1241483,CHEMBL1242468,0
888,CHEMBL1241483,CHEMBL1242751,0
889,CHEMBL1241483,CHEMBL1242847,0
890,CHEMBL1241483,CHEMBL1242848,0
891,CHEMBL1241483,CHEMBL1242027,0
892,CHEMBL1241484,CHEMBL1241485,1
893,CHEMBL1241484,CHEMBL1241578,0
894,CHEMBL1241484,CHEMBL1241579,1
895,CHEMBL1241484,CHEMBL1241582,1
896,CHEMBL1241484,CHEMBL1241583,1
897,CHEMBL1241484,CHEMBL1241771,1
898,CHEMBL1241484,CHEMBL1241860,1
899,CHEMBL1241484,CHEMBL1241944,1
900,CHEMBL1241484,CHEMBL1241945,0
901,CHEMBL1241484,CHEMBL1242026,0
902,CHEMBL1241484,CHEMBL1242109,1
903,CHEMBL1241484,CHEMBL1242114,1
904,CHEMBL1241484,CHEMBL1242198,0
905,CHEMBL1241484,CHEMBL1242285,0
906,CHEMBL1241484,CHEMBL1242290,1
907,CHEMBL1241484,CHEMBL1242377,0
908,CHEMBL1241484,CHEMBL1242378,1
909,CHEMBL1241484,CHEMBL1242468,1
910,CHEMBL1241484,CHEMBL1242848,1
911,CHEMBL1241484,CHEMBL1242027,1
912,CHEMBL1241485,CHEMBL1241578,0
913,CHEMBL1241485,CHEMBL1241579,0
914,CHEMBL1241485,CHEMBL1241582,1
915,CHEMBL1241485,CHEMBL1241680,1
916,CHEMBL1241485,CHEMBL1241771,0
917,CHEMBL1241485,CHEMBL1241860,0
918,CHEMBL1241485,CHEMBL1241944,0
919,CHEMBL1241485,CHEMBL1242029,0
920,CHEMBL1241485,CHEMBL1242109,0
921,CHEMBL1241485,CHEMBL1242112,0
922,CHEMBL1241485,CHEMBL1242114,0
923,CHEMBL1241485,CHEMBL1242198,0
924,CHEMBL1241485,CHEMBL1242200,0
925,CHEMBL1241485,CHEMBL1242286,0
926,CHEMBL1241485,CHEMBL1242290,0
927,CHEMBL1241485,CHEMBL1242294,1
928,CHEMBL1241485,CHEMBL1242377,0
929,CHEMBL1241485,CHEMBL1242378,1
930,CHEMBL1241485,CHEMBL1242379,0
931,CHEMBL1241485,CHEMBL1242386,0
932,CHEMBL1241485,CHEMBL1242468,0
933,CHEMBL1241485,CHEMBL1242751,0
934,CHEMBL1241485,CHEMBL1242847,0
935,CHEMBL1241485,CHEMBL1242848,0
936,CHEMBL1241485,CHEMBL1242027,0
937,CHEMBL1241486,CHEMBL1242384,0
938,CHEMBL1241487,CHEMBL1241580,1
939,CHEMBL1241487,CHEMBL1241676,0
940,CHEMBL1241487,CHEMBL1241677,1
941,CHEMBL1241487,CHEMBL1241678,1
942,CHEMBL1241487,CHEMBL1241768,1
943,CHEMBL1241487,CHEMBL1241769,1
944,CHEMBL1241487,CHEMBL1241858,1
945,CHEMBL1241487,CHEMBL1241859,1
946,CHEMBL1241487,CHEMBL1242111,1
947,CHEMBL1241487,CHEMBL1242199,1
948,CHEMBL1241487,CHEMBL1242202,0
949,CHEMBL1241487,CHEMBL1242287,0
950,CHEMBL1241487,CHEMBL1242295,1
951,CHEMBL1241487,CHEMBL1242376,0
952,CHEMBL1241487,CHEMBL1242475,1
953,CHEMBL1241487,CHEMBL1242566,1
954,CHEMBL1241487,CHEMBL1242567,1
955,CHEMBL1241487,CHEMBL1242568,0
956,CHEMBL1241487,CHEMBL1242572,1
957,CHEMBL1241487,CHEMBL1242656,1
958,CHEMBL1241487,CHEMBL1242657,1
959,CHEMBL1241487,CHEMBL1242658,1
960,CHEMBL1241487,CHEMBL1242748,1
961,CHEMBL1241487,CHEMBL1242749,1
962,CHEMBL1241487,CHEMBL1242750,1
963,CHEMBL1241487,CHEMBL1242844,1
964,CHEMBL1241490,CHEMBL1241492,0
965,CHEMBL1241490,CHEMBL1241586,0
966,CHEMBL1241490,CHEMBL1241587,0
967,CHEMBL1241490,CHEMBL1241588,1
968,CHEMBL1241490,CHEMBL1241774,1
969,CHEMBL1241490,CHEMBL1241775,1
970,CHEMBL1241490,CHEMBL1241776,0
971,CHEMBL1241490,CHEMBL1241863,0
972,CHEMBL1241490,CHEMBL1242114,0
973,CHEMBL1241490,CHEMBL1242118,1
974,CHEMBL1241490,CHEMBL1242207,1
975,CHEMBL1241490,CHEMBL1242208,1
976,CHEMBL1241490,CHEMBL1242290,0
977,CHEMBL1241490,CHEMBL1242293,0
978,CHEMBL1241490,CHEMBL1242294,0
979,CHEMBL1241490,CHEMBL1242384,0
980,CHEMBL1241490,CHEMBL1242386,0
981,CHEMBL1241490,CHEMBL1242477,0
982,CHEMBL1241490,CHEMBL1242574,0
983,CHEMBL1241490,CHEMBL1242665,1
984,CHEMBL1241490,CHEMBL1242754,0
985,CHEMBL1241490,CHEMBL1242847,0
986,CHEMBL1241491,CHEMBL1241675,1
987,CHEMBL1241491,CHEMBL1241676,0
988,CHEMBL1241491,CHEMBL1241681,0
989,CHEMBL1241491,CHEMBL1241864,0
990,CHEMBL1241491,CHEMBL1242119,1
991,CHEMBL1241491,CHEMBL1242202,0
992,CHEMBL1241491,CHEMBL1242295,0
993,CHEMBL1241491,CHEMBL1242475,0
994,CHEMBL1241491,CHEMBL1242572,0
995,CHEMBL1241491,CHEMBL1242664,0
996,CHEMBL1241491,CHEMBL1242755,0
997,CHEMBL1241492,CHEMBL1241587,0
998,CHEMBL1241492,CHEMBL1241588,0
999,CHEMBL1241492,CHEMBL1241774,0
1000,CHEMBL1241492,CHEMBL1241775,0
1001,CHEMBL1241492,CHEMBL1242207,0
1002,CHEMBL1241492,CHEMBL1242208,1
1003,CHEMBL1241492,CHEMBL1242293,1
1004,CHEMBL1241492,CHEMBL1242294,1
1005,CHEMBL1241492,CHEMBL1242386,0
1006,CHEMBL1241492,CHEMBL1242477,0
1007,CHEMBL1241492,CHEMBL1242574,1
1008,CHEMBL1241492,CHEMBL1242665,0
1009,CHEMBL1241492,CHEMBL1242754,0
1010,CHEMBL1241578,CHEMBL1241579,0
1011,CHEMBL1241578,CHEMBL1241582,1
1012,CHEMBL1241578,CHEMBL1241771,1
1013,CHEMBL1241578,CHEMBL1241860,1
1014,CHEMBL1241578,CHEMBL1241944,0
1015,CHEMBL1241578,CHEMBL1241945,0
1016,CHEMBL1241578,CHEMBL1242026,0
1017,CHEMBL1241578,CHEMBL1242109,0
1018,CHEMBL1241578,CHEMBL1242114,0
1019,CHEMBL1241578,CHEMBL1242198,0
1020,CHEMBL1241578,CHEMBL1242200,1
1021,CHEMBL1241578,CHEMBL1242285,0
1022,CHEMBL1241578,CHEMBL1242286,0
1023,CHEMBL1241578,CHEMBL1242290,0
1024,CHEMBL1241578,CHEMBL1242377,0
1025,CHEMBL1241578,CHEMBL1242378,1
1026,CHEMBL1241578,CHEMBL1242468,1
1027,CHEMBL1241578,CHEMBL1242848,0
1028,CHEMBL1241578,CHEMBL1242027,1
1029,CHEMBL1241579,CHEMBL1241582,1
1030,CHEMBL1241579,CHEMBL1241771,0
1031,CHEMBL1241579,CHEMBL1241860,0
1032,CHEMBL1241579,CHEMBL1241944,0
1033,CHEMBL1241579,CHEMBL1242109,0
1034,CHEMBL1241579,CHEMBL1242114,0
1035,CHEMBL1241579,CHEMBL1242290,0
1036,CHEMBL1241579,CHEMBL1242377,0
1037,CHEMBL1241579,CHEMBL1242378,1
1038,CHEMBL1241579,CHEMBL1242468,0
1039,CHEMBL1241579,CHEMBL1242848,0
1040,CHEMBL1241580,CHEMBL1241676,1
1041,CHEMBL1241580,CHEMBL1241677,1
1042,CHEMBL1241580,CHEMBL1241678,0
1043,CHEMBL1241580,CHEMBL1241768,0
1044,CHEMBL1241580,CHEMBL1241769,0
1045,CHEMBL1241580,CHEMBL1241770,0
1046,CHEMBL1241580,CHEMBL1241858,0
1047,CHEMBL1241580,CHEMBL1241859,1
1048,CHEMBL1241580,CHEMBL1241943,1
1049,CHEMBL1241580,CHEMBL1242202,0
1050,CHEMBL1241580,CHEMBL1242287,0
1051,CHEMBL1241580,CHEMBL1242376,0
1052,CHEMBL1241580,CHEMBL1242566,0
1053,CHEMBL1241580,CHEMBL1242567,0
1054,CHEMBL1241580,CHEMBL1242568,0
1055,CHEMBL1241580,CHEMBL1242656,0
1056,CHEMBL1241580,CHEMBL1242657,0
1057,CHEMBL1241580,CHEMBL1242658,1
1058,CHEMBL1241580,CHEMBL1242748,0
1059,CHEMBL1241580,CHEMBL1242749,0
1060,CHEMBL1241580,CHEMBL1242750,0
1061,CHEMBL1241581,CHEMBL1242201,0
1062,CHEMBL1241581,CHEMBL1242288,1
1063,CHEMBL1241581,CHEMBL1242289,0
1064,CHEMBL1241582,CHEMBL1241583,0
1065,CHEMBL1241582,CHEMBL1241679,0
1066,CHEMBL1241582,CHEMBL1241860,1
1067,CHEMBL1241582,CHEMBL1241944,1
1068,CHEMBL1241582,CHEMBL1241946,1
1069,CHEMBL1241582,CHEMBL1242029,1
1070,CHEMBL1241582,CHEMBL1242109,1
1071,CHEMBL1241582,CHEMBL1242110,1
1072,CHEMBL1241582,CHEMBL1242114,1
1073,CHEMBL1241582,CHEMBL1242198,1
1074,CHEMBL1241582,CHEMBL1242285,1
1075,CHEMBL1241582,CHEMBL1242290,1
1076,CHEMBL1241582,CHEMBL1242377,1
1077,CHEMBL1241582,CHEMBL1242378,0
1078,CHEMBL1241582,CHEMBL1242468,0
1079,CHEMBL1241582,CHEMBL1242751,1
1080,CHEMBL1241582,CHEMBL1242847,1
1081,CHEMBL1241582,CHEMBL1242848,1
1082,CHEMBL1241583,CHEMBL1241679,0
1083,CHEMBL1241583,CHEMBL1241680,0
1084,CHEMBL1241583,CHEMBL1241771,0
1085,CHEMBL1241583,CHEMBL1241772,0
1086,CHEMBL1241583,CHEMBL1241944,0
1087,CHEMBL1241583,CHEMBL1242029,1
1088,CHEMBL1241583,CHEMBL1242114,0
1089,CHEMBL1241586,CHEMBL1241588,1
1090,CHEMBL1241586,CHEMBL1241773,1
1091,CHEMBL1241586,CHEMBL1241860,0
1092,CHEMBL1241586,CHEMBL1241862,1
1093,CHEMBL1241586,CHEMBL1241863,0
1094,CHEMBL1241586,CHEMBL1241946,0
1095,CHEMBL1241586,CHEMBL1241949,1
1096,CHEMBL1241586,CHEMBL1241950,0
1097,CHEMBL1241586,CHEMBL1242294,0
1098,CHEMBL1241586,CHEMBL1242386,0
1099,CHEMBL1241586,CHEMBL1242476,0
1100,CHEMBL1241586,CHEMBL1242477,0
1101,CHEMBL1241586,CHEMBL1242574,0
1102,CHEMBL1241587,CHEMBL1241588,0
1103,CHEMBL1241587,CHEMBL1241774,0
1104,CHEMBL1241587,CHEMBL1241775,1
1105,CHEMBL1241587,CHEMBL1241776,0
1106,CHEMBL1241587,CHEMBL1242029,0
1107,CHEMBL1241587,CHEMBL1242114,0
1108,CHEMBL1241587,CHEMBL1242118,0
1109,CHEMBL1241587,CHEMBL1242207,0
1110,CHEMBL1241587,CHEMBL1242208,1
1111,CHEMBL1241587,CHEMBL1242290,0
1112,CHEMBL1241587,CHEMBL1242293,1
1113,CHEMBL1241587,CHEMBL1242294,1
1114,CHEMBL1241587,CHEMBL1242384,0
1115,CHEMBL1241587,CHEMBL1242386,0
1116,CHEMBL1241587,CHEMBL1242477,0
1117,CHEMBL1241587,CHEMBL1242574,1
1118,CHEMBL1241587,CHEMBL1242665,0
1119,CHEMBL1241587,CHEMBL1242754,0
1120,CHEMBL1241587,CHEMBL1242847,0
1121,CHEMBL1241587,CHEMBL1242027,0
1122,CHEMBL1241588,CHEMBL1241774,0
1123,CHEMBL1241588,CHEMBL1241775,0
1124,CHEMBL1241588,CHEMBL1242114,0
1125,CHEMBL1241588,CHEMBL1242118,0
1126,CHEMBL1241588,CHEMBL1242207,0
1127,CHEMBL1241588,CHEMBL1242208,0
1128,CHEMBL1241588,CHEMBL1242290,0
1129,CHEMBL1241588,CHEMBL1242293,1
1130,CHEMBL1241588,CHEMBL1242294,1
1131,CHEMBL1241588,CHEMBL1242386,1
1132,CHEMBL1241588,CHEMBL1242477,0
1133,CHEMBL1241588,CHEMBL1242574,1
1134,CHEMBL1241588,CHEMBL1242665,0
1135,CHEMBL1241588,CHEMBL1242754,1
1136,CHEMBL1241588,CHEMBL1242847,0
1137,CHEMBL1241675,CHEMBL1241681,0
1138,CHEMBL1241675,CHEMBL1242295,1
1139,CHEMBL1241675,CHEMBL1242475,1
1140,CHEMBL1241675,CHEMBL1242572,1
1141,CHEMBL1241675,CHEMBL1242664,1
1142,CHEMBL1241675,CHEMBL1242755,1
1143,CHEMBL1241676,CHEMBL1241677,1
1144,CHEMBL1241676,CHEMBL1241678,1
1145,CHEMBL1241676,CHEMBL1241768,1
1146,CHEMBL1241676,CHEMBL1241769,1
1147,CHEMBL1241676,CHEMBL1241770,1
1148,CHEMBL1241676,CHEMBL1241858,1
1149,CHEMBL1241676,CHEMBL1241859,1
1150,CHEMBL1241676,CHEMBL1241943,1
1151,CHEMBL1241676,CHEMBL1242111,1
1152,CHEMBL1241676,CHEMBL1242199,1
1153,CHEMBL1241676,CHEMBL1242202,0
1154,CHEMBL1241676,CHEMBL1242287,0
1155,CHEMBL1241676,CHEMBL1242295,1
1156,CHEMBL1241676,CHEMBL1242376,0
1157,CHEMBL1241676,CHEMBL1242566,1
1158,CHEMBL1241676,CHEMBL1242567,1
1159,CHEMBL1241676,CHEMBL1242568,0
1160,CHEMBL1241676,CHEMBL1242572,1
1161,CHEMBL1241676,CHEMBL1242656,0
1162,CHEMBL1241676,CHEMBL1242657,1
1163,CHEMBL1241676,CHEMBL1242658,1
1164,CHEMBL1241676,CHEMBL1242664,0
1165,CHEMBL1241676,CHEMBL1242748,1
1166,CHEMBL1241676,CHEMBL1242749,1
1167,CHEMBL1241676,CHEMBL1242750,1
1168,CHEMBL1241676,CHEMBL1242844,1
1169,CHEMBL1241677,CHEMBL1241678,0
1170,CHEMBL1241677,CHEMBL1241768,0
1171,CHEMBL1241677,CHEMBL1241769,0
1172,CHEMBL1241677,CHEMBL1241770,0
1173,CHEMBL1241677,CHEMBL1241858,0
1174,CHEMBL1241677,CHEMBL1241859,0
1175,CHEMBL1241677,CHEMBL1242287,1
1176,CHEMBL1241677,CHEMBL1242376,1
1177,CHEMBL1241677,CHEMBL1242566,0
1178,CHEMBL1241677,CHEMBL1242567,0
1179,CHEMBL1241677,CHEMBL1242568,1
1180,CHEMBL1241677,CHEMBL1242657,0
1181,CHEMBL1241677,CHEMBL1242658,0
1182,CHEMBL1241677,CHEMBL1242748,0
1183,CHEMBL1241677,CHEMBL1242749,0
1184,CHEMBL1241677,CHEMBL1242750,1
